Isolate_ID	Study	Isolates from (city)	Sequence cluster (prosperi)	Sequence cluster (BAPS)	Penicillin	Trimethoprim	Erythromycin	Co-trimoxazole	Tobramycin	Ciprofloxacin	Ofloxacin
ABCA27	Opijnen	CDC suveillance	34	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA28	Opijnen	CDC suveillance	1	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA29	Opijnen	CDC suveillance	34	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA3	Opijnen	CDC suveillance	28	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA30	Opijnen	CDC suveillance	25	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA31	Opijnen	CDC suveillance	19	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA32	Opijnen	CDC suveillance	28	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA35	Opijnen	CDC suveillance	19	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA38	Opijnen	CDC suveillance	26	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA41	Opijnen	CDC suveillance	25	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA42	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA43	Opijnen	CDC suveillance	25	14	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA46	Opijnen	CDC suveillance	20	3	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA47	Opijnen	CDC suveillance	18	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA5	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA50	Opijnen	CDC suveillance	32	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA52	Opijnen	CDC suveillance	25	14	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA54	Opijnen	CDC suveillance	2	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA56	Opijnen	CDC suveillance	26	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA57	Opijnen	CDC suveillance	20	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA58	Opijnen	CDC suveillance	28	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA59	Opijnen	CDC suveillance	17	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA6	Opijnen	CDC suveillance	16	9	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA61	Opijnen	CDC suveillance	22	5	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA64	Opijnen	CDC suveillance	19	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA65	Opijnen	CDC suveillance	3	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA66	Opijnen	CDC suveillance	12	6	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA67	Opijnen	CDC suveillance	27	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA69	Opijnen	CDC suveillance	27	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA70	Opijnen	CDC suveillance	34	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA71	Opijnen	CDC suveillance	20	3	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA73	Opijnen	CDC suveillance	18	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA74	Opijnen	CDC suveillance	31	20	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA75	Opijnen	CDC suveillance	2	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA77	Opijnen	CDC suveillance	12	6	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA8	Opijnen	CDC suveillance	28	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA80	Opijnen	CDC suveillance	34	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA81	Opijnen	CDC suveillance	20	3	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCA9	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB1	Opijnen	CDC suveillance	25	14	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB11	Opijnen	CDC suveillance	31	20	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB12	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB13	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB15	Opijnen	CDC suveillance	12	6	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB17	Opijnen	CDC suveillance	29	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB18	Opijnen	CDC suveillance	16	9	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB19	Opijnen	CDC suveillance	26	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB2	Opijnen	CDC suveillance	27	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB22	Opijnen	CDC suveillance	20	3	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB23	Opijnen	CDC suveillance	28	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB24	Opijnen	CDC suveillance	1	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB25	Opijnen	CDC suveillance	12	6	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB26	Opijnen	CDC suveillance	20	3	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB28	Opijnen	CDC suveillance	28	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB3	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB31	Opijnen	CDC suveillance	31	20	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB37	Opijnen	CDC suveillance	34	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB4	Opijnen	CDC suveillance	1	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB40	Opijnen	CDC suveillance	7	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB41	Opijnen	CDC suveillance	26	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB42	Opijnen	CDC suveillance	34	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB44	Opijnen	CDC suveillance	12	6	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB45	Opijnen	CDC suveillance	23	4	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB49	Opijnen	CDC suveillance	25	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB5	Opijnen	CDC suveillance	25	14	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB50	Opijnen	CDC suveillance	16	9	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB51	Opijnen	CDC suveillance	1	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB52	Opijnen	CDC suveillance	26	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB55	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB56	Opijnen	CDC suveillance	25	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB57	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB7	Opijnen	CDC suveillance	5	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB8	Opijnen	CDC suveillance	32	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ABCB9	Opijnen	CDC suveillance	20	3	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ATL	Opijnen	CDC suveillance	16	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC1	Opijnen	CDC suveillance	31	20	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC10	Opijnen	CDC suveillance	17	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC11	Opijnen	CDC suveillance	32	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC12	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC13	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC14	Opijnen	CDC suveillance	31	20	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC15	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC16	Opijnen	CDC suveillance	32	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC17	Opijnen	CDC suveillance	18	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC18	Opijnen	CDC suveillance	6	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC19	Opijnen	CDC suveillance	31	20	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC2	Opijnen	CDC suveillance	17	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC20	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC21	Opijnen	CDC suveillance	29	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC22	Opijnen	CDC suveillance	27	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC23	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC24	Opijnen	CDC suveillance	28	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC25	Opijnen	CDC suveillance	25	14	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC26	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC27	Opijnen	CDC suveillance	18	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC28	Opijnen	CDC suveillance	30	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC29	Opijnen	CDC suveillance	28	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC3	Opijnen	CDC suveillance	31	20	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC31	Opijnen	CDC suveillance	18	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC32	Opijnen	CDC suveillance	32	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC33	Opijnen	CDC suveillance	6	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC35	Opijnen	CDC suveillance	28	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC36	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC37	Opijnen	CDC suveillance	18	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC38	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC39	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC4	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC40	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC41	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC42	Opijnen	CDC suveillance	29	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC43	Opijnen	CDC suveillance	20	3	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC44	Opijnen	CDC suveillance	32	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC45	Opijnen	CDC suveillance	32	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC46	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC47	Opijnen	CDC suveillance	32	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC48	Opijnen	CDC suveillance	16	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC49	Opijnen	CDC suveillance	29	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC5	Opijnen	CDC suveillance	12	6	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC50	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC51	Opijnen	CDC suveillance	16	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC52	Opijnen	CDC suveillance	32	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC53	Opijnen	CDC suveillance	18	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC54	Opijnen	CDC suveillance	17	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC55	Opijnen	CDC suveillance	17	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC56	Opijnen	CDC suveillance	27	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC57	Opijnen	CDC suveillance	18	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC58	Opijnen	CDC suveillance	32	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC59	Opijnen	CDC suveillance	12	6	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC6	Opijnen	CDC suveillance	17	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC60	Opijnen	CDC suveillance	25	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC62	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC63	Opijnen	CDC suveillance	32	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC64	Opijnen	CDC suveillance	32	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC65	Opijnen	CDC suveillance	29	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC66	Opijnen	CDC suveillance	12	6	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC67	Opijnen	CDC suveillance	25	14	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC68	Opijnen	CDC suveillance	6	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC69	Opijnen	CDC suveillance	6	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC7	Opijnen	CDC suveillance	18	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC70	Opijnen	CDC suveillance	32	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC71	Opijnen	CDC suveillance	17	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC72	Opijnen	CDC suveillance	29	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC73	Opijnen	CDC suveillance	6	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC74	Opijnen	CDC suveillance	29	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC75	Opijnen	CDC suveillance	18	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC76	Opijnen	CDC suveillance	20	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC77	Opijnen	CDC suveillance	18	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC78	Opijnen	CDC suveillance	18	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC79	Opijnen	CDC suveillance	32	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC8	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC80	Opijnen	CDC suveillance	17	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
CDC9	Opijnen	CDC suveillance	34	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAB	Opijnen	CDC suveillance	16	9	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW1	Opijnen	CDC suveillance	18	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW10	Opijnen	CDC suveillance	31	20	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW12	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW13	Opijnen	CDC suveillance	32	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW15	Opijnen	CDC suveillance	1	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW18	Opijnen	CDC suveillance	27	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW19	Opijnen	CDC suveillance	18	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW2	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW20	Opijnen	CDC suveillance	16	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW22	Opijnen	CDC suveillance	6	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW24	Opijnen	CDC suveillance	12	6	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW25	Opijnen	CDC suveillance	17	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW26	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW27	Opijnen	CDC suveillance	6	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW28	Opijnen	CDC suveillance	35	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW29	Opijnen	CDC suveillance	32	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW30	Opijnen	CDC suveillance	30	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW31	Opijnen	CDC suveillance	29	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW32	Opijnen	CDC suveillance	32	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW33	Opijnen	CDC suveillance	18	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW34	Opijnen	CDC suveillance	12	6	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW35	Opijnen	CDC suveillance	30	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW36	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW37	Opijnen	CDC suveillance	18	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW38	Opijnen	CDC suveillance	9	21	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW4	Opijnen	CDC suveillance	16	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW40	Opijnen	CDC suveillance	18	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW42	Opijnen	CDC suveillance	2	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW43	Opijnen	CDC suveillance	30	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW44	Opijnen	CDC suveillance	18	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW45	Opijnen	CDC suveillance	18	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW46	Opijnen	CDC suveillance	27	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW47	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW48	Opijnen	CDC suveillance	9	21	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW49	Opijnen	CDC suveillance	25	14	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW5	Opijnen	CDC suveillance	2	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW51	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW52	Opijnen	CDC suveillance	27	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW53	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW54	Opijnen	CDC suveillance	0	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW55	Opijnen	CDC suveillance	23	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW56	Opijnen	CDC suveillance	17	11	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW57	Opijnen	CDC suveillance	6	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW58	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW59	Opijnen	CDC suveillance	6	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW6	Opijnen	CDC suveillance	1	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW60	Opijnen	CDC suveillance	1	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW61	Opijnen	CDC suveillance	27	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW62	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW63	Opijnen	CDC suveillance	25	14	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW64	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW65	Opijnen	CDC suveillance	12	6	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW66	Opijnen	CDC suveillance	16	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW68	Opijnen	CDC suveillance	26	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW69	Opijnen	CDC suveillance	5	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW7	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW70	Opijnen	CDC suveillance	3	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW71	Opijnen	CDC suveillance	5	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW74	Opijnen	CDC suveillance	32	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW75	Opijnen	CDC suveillance	30	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW76	Opijnen	CDC suveillance	22	5	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW78	Opijnen	CDC suveillance	2	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW79	Opijnen	CDC suveillance	1	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW8	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW80	Opijnen	CDC suveillance	1	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW81	Opijnen	CDC suveillance	30	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DAW9	Opijnen	CDC suveillance	6	12	n/a	n/a	n/a	n/a	n/a	n/a	n/a
DTR	Opijnen	CDC suveillance	17	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
JD908	Opijnen	CDC suveillance	21	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
KDL	Opijnen	CDC suveillance	28	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEJ	Opijnen	CDC suveillance	12	6	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SCD119	Opijnen	CDC suveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SCD208	Opijnen	CDC suveillance	34	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SCD284	Opijnen	CDC suveillance	16	9	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SCD307	Opijnen	CDC suveillance	12	6	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SCD475	Opijnen	CDC suveillance	32	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SCD478	Opijnen	CDC suveillance	16	9	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SCD498	Opijnen	CDC suveillance	28	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SCD825	Opijnen	CDC suveillance	27	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN001	Opijnen	CDC suveillance	16	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN003	Opijnen	CDC suveillance	17	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN004	Opijnen	CDC suveillance	16	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN005	Opijnen	CDC suveillance	32	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN006	Opijnen	CDC suveillance	18	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN007	Opijnen	CDC suveillance	1	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN008	Opijnen	CDC suveillance	27	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN009	Opijnen	CDC suveillance	16	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN010	Opijnen	CDC suveillance	9	21	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN011	Opijnen	CDC suveillance	25	14	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN012	Opijnen	CDC suveillance	29	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN013	Opijnen	CDC suveillance	16	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN014	Opijnen	CDC suveillance	29	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN015	Opijnen	CDC suveillance	19	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN028	Opijnen	CDC suveillance	26	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN031	Opijnen	CDC suveillance	18	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN033	Opijnen	CDC suveillance	2	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN034	Opijnen	CDC suveillance	16	9	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN036	Opijnen	CDC suveillance	19	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN038	Opijnen	CDC suveillance	35	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN039	Opijnen	CDC suveillance	34	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN040	Opijnen	CDC suveillance	16	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN041	Opijnen	CDC suveillance	9	21	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN042	Opijnen	CDC suveillance	19	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN043	Opijnen	CDC suveillance	28	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN044	Opijnen	CDC suveillance	16	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN045	Opijnen	CDC suveillance	9	21	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN047	Opijnen	CDC suveillance	20	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN048	Opijnen	CDC suveillance	34	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN049	Opijnen	CDC suveillance	16	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN050	Opijnen	CDC suveillance	16	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN051	Opijnen	CDC suveillance	20	3	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN052	Opijnen	CDC suveillance	28	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN054	Opijnen	CDC suveillance	2	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN055	Opijnen	CDC suveillance	16	9	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN056	Opijnen	CDC suveillance	16	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN057	Opijnen	CDC suveillance	19	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN058	Opijnen	CDC suveillance	32	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN059	Opijnen	CDC suveillance	20	3	n/a	n/a	n/a	n/a	n/a	n/a	n/a
